S/N		Words               		Frequency
1453		attach'd            		5
1454		attached            		2
1455		attachment          		1
1456		attain              		9
1457		attain'd            		5
1458		attainder           		4
1459		attains             		1
1460		attaint             		7
1461		attainted           		4
1462		attainture          		1
1463		attempt             		34
1464		attemptable         		1
1465		attempted           		2
1466		attempting          		2
1467		attempts            		7
1468		attend              		116
1469		attend'st           		1
1470		attendance          		8
1471		attendant           		35
1472		attendant's         		1
1473		attendant-so        		1
1474		attendants          		141
1475		attended            		45
1476		attendents          		2
1477		attendeth           		1
1478		attending           		43
1479		attends             		19
1480		attent              		1
1481		attention           		5
1482		attentive           		5
1483		attentivenes        		1
1484		attest              		4
1485		attested            		1
1486		attir'd             		3
1487		attire              		13
1488		attired             		3
1489		attires             		3
1490		attmail             		1
1491		attorney            		8
1492		attorney'd          		1
1493		attorneyed          		1
1494		attorneys           		1
1495		attorneys-general   		1
1496		attorneyship        		1
1497		attract             		1
1498		attraction          		2
1499		attractive          		2
1500		attracts            		2
1501		attribute           		4
1502		attributed          		1
1503		attributes          		2
1504		attribution         		1
1505		attributive         		1
1506		atwain              		2
1507		au                  		2
1508		aubrey              		1
1509		auburn              		1
1510		aucun               		1
1511		audacious           		7
1512		audaciously         		1
1513		audacity            		2
1514		audible             		2
1515		audience            		32
1516		audis               		1
1517		audit               		9
1518		auditor             		2
1519		auditors            		1
1520		auditory            		1
1521		audre'y             		1
1522		audrey              		32
1523		aufidius            		93
1524		aufidius'           		4
